#رقم	الكلمة	غير مشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنثه	مذكره	عدد	الجمع	مفرده	تأنيث	تثنية	ج. مؤ.س.	ج, مذ, س,	منقوص	تنوين نصب	نسب	إض, لف,	ـو	نكرة	معرف	غ. عاقل	عاقل	تنون النصب للجمع	شرح
73	إِبْلاَجٌ		بلج		مصدر	أَبْلَجَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"إِبْلاَجٌ-إِبْلاَجٌ [ب ل ج] (مص. أَبْلَجَ). 1.""إبْلاَجُ الصُّبْحِ"" : إِشْرَاقُهُ، إضَاءتُهُ. 2.""إِبْلاَجُ الحَقِّ"" : ظُهُورُهُ."
74	إِبْلاَغٌ		بلغ		مصدر	أَبْلَغَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"إِبْلاَغٌ-إِبْلاَغٌ [ب ل غ] (مص. أَبْلَغَ). 1.""قَرَّرَ الإبْلاَغَ بالحَادِثِ"" : "
75	إِبْلاءٌ		بلي		مصدر	أَبْلَى		مذكر			مفرد	+ات			Dz	Pf			Tn	Rz								"إِبْلاءٌ-إِبْلاءٌ [ب ل ي] (مص. أَبْلَى). 1.""إِبْلاَءُ الثَّوْبِ"": تَصْيِير"
76	تَأْبِينٌ		أبن		مصدر	أَبَّنَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَأْبِينٌ-تَأْبِينٌ [أ ب ن] (مص. أَبَّنَ). ""أُقِيمَتْ حَفْلَة تَأْبِينٍ فِي الذِّكْرَى الأَرْبَعِينِيَّةِ"" : حَفْلَةٌ لِذِكْرِ مَآثِرِ الْمَيِّتِ وَمَحَاسِنِهِ وَالثَّنَاءِ عَلَيْهِ."
77	إبْهاجٌ		بهج		مصدر	أبْهَجَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"إبْهاجٌ-إبْهاجٌ [ب هـ ج] (مص. أبْهَجَ). 1.""حَاوَلَ إبْهاجَهُ"": إفْرَاحَهُ، إدْخالَ السُّرورِ عَلَيْهِ. 2.""وَجَدَ فِي الحَفْلِ إِبْهَاجاً"" : بَهْجَةً، مَسَرَّةً. 3. ""إِبْهَاجُ الأَرْضِ"" : حُسْنُ نَباتِها."
78	إِبْهَارٌ		بهر		مصدر	أبْهَرَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"إِبْهَارٌ-إِبْهَارٌ [ب هـ ر] (مص. أبْهَرَ). 1.""سَعَى إلى إبْهارِهِ"": إلى إدْهاشِهِ وإِثارَةِ إِعْجَابِهِ. 2.""إِبْهَارُ الضَّوْءِ"" : قُوَّةُ نُورِهِ ولَمَعَانِهِ. ""إِبْهَارُ الضَّوْءِ أفْقَدَهُ البَصَرَ""."
79	إبْهاظٌ		بهظ		مصدر	أَبْهَظَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"إبْهاظٌ-إبْهاظٌ [ب هـ ظ] (مص. أَبْهَظَ). ""نَاءَ تَحْتَ إِبْهَاظِ الحِمْلِ أوِ الدَّيْن"" : مَشَقَّتُهُ وَثِقْلُهُ."
80	إِبْهَامٌ		إبهام		مصدر	أَبْهَمَ		مذكر			مفرد	+ات;أبَاهِيمُ			DnN	Pf			Tn	R								"ج: أبَاهِيمُ. (مذ، مؤ) (مص. أَبْهَمَ). 1.""فِي كَلاَمِهِ إِبْهَامٌ"" : تَعْمِيَةٌ وَالتِبَاسٌ وَغُمُوضٌ. 2. ""أصَابِعُ اليَ"
81	أبَاهِيمُ		إبهام		مصدر	أَبْهَمَ		مؤنث			جمع		إِبْهَامٌ														Non	
82	إِبْهَاءٌ		بهي		مصدر	أبْهَى		مذكر			مفرد	+ات			Dz	Pf			Tn	Rz								"إِبْهَاءٌ-إِبْهَاءٌ [ب هـ ي] (مص. أبْهَى). ""إبْهَاءُ الوَجْهِ"" : حُسْنُهُ، جمالُهُ."
83	إبَاءٌ		أبي		مصدر	أبَى		مذكر			مفرد	+ات			Dz	Pf			Tn	Rz								"إبَاءٌ-إبَاءٌ [أ ب ي] (مص. أبَى). ""هُوَ مَعْرُوفٌ بِإِبَائِهِ"" : مَعْرُوفٌ بعِزَّةِ نَفسِهِ وَأَنَفَتِهِ وَكِبْرِيائِه. ""نَظْرَةٌ جَامِدَةٌ تَنْطِقُ إِبَاءً"". (ن. محفوظ)."
84	اِبْيِضاضٌ		بيض		مصدر	اِبْيَضَّ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"اِبْيِضاضٌ-اِبْيِضاضٌ [ب ي ض] (مص. اِبْيَضَّ). 1.""اِبْيضاضُ الوَجْهِ"" : صَيْرُهُ أَبْيَضَ. 2. ""اِبْيضاض الشَّعْرِ"" : شَيْبُهُ. 3.""اِبْيضَاضُ الجِبال بِالثَّلْجِ"" : نُصُوعُ بَيَاضِها."
85	إتَاحَةٌ		تيح		مصدر	أَتَاحَ		مؤنث			مفرد	+ات			DnN	Pf			Tn	R								إتَاحَةٌ-إتَاحَةٌ [ت ي ح] (مص. أَتَاحَ
86	اِتِّئَادٌ		وأد		مصدر	اِتَّأَدَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"اِتِّئَادٌ-اِتِّئَادٌ [و أ د] (مص. اِتَّأَدَ). ""اِتِّئادُ خَطَواتِهِ"" : سَيرهُ فِي تَأَنٍّ وَتَمَهُّلٍ."
87	إِ‏تْبَاعٌ		تبع		مصدر	أَتْبَعَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"إِ‏تْبَاعٌ-إِ‏تْبَاعٌ [ت ب ع] (مص. أَتْبَعَ). 1.""حَاوَلَ إِتْبَاعَ خَطَوَاتِهِ"" : ال"
88	اِتِّبَاعٌ		تبع		مصدر	اِتَّبَعَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"اِتِّـبَاعٌ-اِتِّـبَاعٌ [ت ب ع] (مص. اِتَّبَعَ). 1.""سَعَى إلَى اِتِّبَاعِ خُطوَاتِهِ"" : اِقْتِفَ"
89	إِتْجَارٌ		تجر		مصدر	أَتْجَرَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"إِتْجَارٌ-إِتْجَارٌ [ت ج ر] (مص. أَتْجَرَ). ""الإتْجَارُ فِي مُخْتَلِفِ الْمَوَادِّ"": تَعَاطي تِجَارَتِهَا."
90	اِتِّجَارٌ		تجر		مصدر	اِتَّجَرَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"اِتِّجَارٌ-اِتِّجَارٌ [ت ج ر] (مص. اِتَّجَرَ). ""يُفَكِّرُ فِي الِاتِّجَارِ"": فِي تَعَاطِي التِّجَارَةِ."
91	اِتِّجَاهٌ		وجه		مصدر	اِتَّجَهَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"اِتِّجَاهٌ-اِتِّجَاهٌ [و ج هـ] (مص. اِتَّجَهَ). 1.""مَشَى فِي اِتِّجَاهٍ مُعَاكِسٍ"" : فِي وِجْهَةٍ مُعَاكِسَةٍ. 2.""شَارِعٌ لَهُ اتجَاهٌ وَحِيدٌ"" : مَمَرٌّ وَحِيدٌ. 3.""اِخْتَارَت اتِّجَاهًا عِلْمِيّاً يُنَاسِبُهَا"" : مَسَاراً. 4.""لَهُ اتِّجَاهٌ سِيَاسِيٌّ مَعْرُوفٌ"" : مَيْلٌ، اِسْتِجَابَةٌ لِمَوْقِفٍ. ""اِتِّجَاهَاتٌ مُخْتَلِفَةٌ""."
92	اِتِّحَادٌ		أحد،وحد		مصدر	اِتَّحَدَ		مذكر			مفرد	+ات			DnN	Pf			Tn	Rp								"(مص. اِتَّحَدَ). 1.""فيِ اتِّحادِكُمْ قُوَّةٌ"" : فِي اجْتِمَاعِكُمْ لِهَدَفٍ وَاحِدٍ وَغايَةٍ مُوَحَّدَةٍ . 2.""كَانَ اتِّحَادُ آرَائِهِمْ بِدَايَة لِمَرْحَلةٍ جَدِيدَةٍ"" : اِتِّفَاقُهُمْ. 3.""الاتِّحَادُ الوَطَنِيُّ"" : أَيْ إِجْمَاعُ القُوَى الوَطَنِيَّةِ على بَرْنَامَجٍ وَاحِدٍ وَأَهْدَافٍ وَاحِدَةٍ لِغَايَةٍ مُعَيَّنَةٍ."
93	إتْحَافٌ		تحف		مصدر	أتْحَفَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"إتْـحَافٌ-إتْـحَافٌ [ت ح ف] (مص. أتْحَفَ). ""جَاءَ لإتْحَافِ مَسامِعِهِمْ بِأُغْنِيَّةٍ جَيِّدَةٍ"" : لإطْرَابِهِمْ."
94	اِتِّخَاذٌ		أخذ		مصدر	اِتَّخَذَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"اِتِّخَاذٌ-اِتِّخَاذٌ [ أ خ ذ] . (مص. اِتَّخَذَ). 1.""مِنَ الصَّعْبِ اِتِّخَاذُهُ صَدِيقًا"" : جَعْلُهُ، تَصْيِيرُهُ صَدِيقًا. 2.""يَنْبَغِي اتِّخَاذُ الإجْرَاءاتِ اللاَّزِمَةِ"" : اعْتِمَادُ..."
95	إِتْخَامٌ		تخم		مصدر	أَتْخَمَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"إِتْخَامٌ-إِتْخَامٌ [ت خ م] (مص. أَتْخَمَ). ""أَكَلَ حَتَّى الإِتْخام"": إلى دَرَجَةِ إيقاعِهِ في التُّخَمَةِ."
96	إِتْرَاحٌ		ترح		مصدر	أَتْرَحَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"إِتْرَاحٌ-إِتْرَاحٌ [ت ر ح] (مص. أَتْرَحَ). ""تَعَمَّدَ إِتْرَاحَهُ بِأَخْبَارِ السُّوءِ"": إِحْزَانَهُ."
97	إِتْرَاعٌ		ترع		مصدر	أتْرعَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"إِتْرَاعٌ-إِتْرَاعٌ [ت رع] (مص. أتْرعَ). 1.""إِتْراعُ الإِنَاءِ"" : مَلْؤُهُ. 2.""إِتْرَاعُ القَلْبِ بِالأحْزَانِ"" : شَحْنُهُ."
98	إِتْرَافٌ		ترف		مصدر	أتَرَفَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"إِتْرَافٌ-إِتْرَافٌ [ت رف] (مص. أتَرَفَ). ""يَعِيشُ في إِتْرَافٍ"": فِي بَغْيٍ وَفَسادٍ ."
99	اِتِّزَانٌ		وزن		مصدر	اِتَّزَنَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"اِتِّزَانٌ-اِتِّزَانٌ [و ز ن] (مص. اِتَّزَنَ). 1.""اِتِّزَانُ كِفَّتَي المِيزَانِ"": تَعَادُلهُمَا 2.""كَانَ مِثَالَ الاتّزَانِ وَالْكَمَالِ"" : مِثَالَ الرَّزانةِ."
100	اِتِّسَاخٌ		وسخ		مصدر	اِتَّسَخَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								اِتِّسَاخٌ-اِتِّسَاخٌ [و س خ] (مص. اِتَّسَخَ).
101	اِتِّساعٌ		وسع		مصدر	اِتَّسَعَ		مذكر			مفرد	+ات			DnN	Pf			Tn	Rp								"اِتِّساعٌ-اِتِّساعٌ [و س ع] (مص. اِتَّسَعَ). 1.""اِتِّسَاعُ البَيْتِ"": كَوْنُهُ وَاسِعًا. 2.""اِتِّسَاعُ مَعَارِفِهِ"" : ذَاتُ سَعَةٍ وَشُمُولٍ. 3.""لاَحَظَ اتِّسَاعَ عَيْنَيْهِ مِنَ الدَّهْشَةِ"" : بُرُوزَهُمَا وَتَغَيُّرَ شَكْلِهِما."
102	اِتِّسَاقٌ		وسق		مصدر	اِتَّسَقَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"اِتِّسَاقٌ-اِتِّسَاقٌ [و س ق ] (مص. اِتَّسَقَ). 1.""ساَعَدَ عَلَى اتِّسَاقِ أمُورِهِ"" : اِنْتِظَامُهَا، اِسْتِوَاؤُهَا. 2.""اِتِّسَاقُ القَمَرِ"" : كَمَالُهُ. ""أَثَارَ اتِّسَاقُ جَمَالِهَا إِعْجَابَهُ ""."
103	اِتِّسَامٌ		وسم		مصدر	اِتَّسَمَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"اِتِّسَامٌ-اِتِّسَامٌ [و س م] (مص. اِتَّسَمَ). ""كَانَ اتِّسَامُهُ بِالْمُرُوءَةِ مَحَلَّ تَقْدِير"" : اِصْطِبَاغُهُ، تَمَيُّزُهُ."
104	اِتِّشَاحٌ		وشح		مصدر	اِتَّشَحَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"اِتِّشَاحٌ-اِتِّشَاحٌ [و ش ح] (مص. اِتَّشَحَ). ""كَانَ اتِّشَاحُه"
105	اِتِّصَافٌ		وصف		مصدر	اِتَّصَفَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"اِتِّصَافٌ-اِتِّصَافٌ [و ص ف] (مص. اِتَّصَفَ). ""أهَّلَهُ اتِّصَافُهُ بأخْلاَقٍ عَالِيَةٍ لِيَتَقَلَّدَ الْمَسْؤُولِيَّةَ"" : تَحلّيهِ."
106	اِتِّصَالٌ		وصل		مصدر	اِتَّصَلَ		مذكر			مفرد	+ات			DnN	Pf			Tn	Rp								"اِتِّصَالٌ-اِتِّصَالٌ [وص ل] (مص. اِتَّصَلَ). 1.""قَرَّرَ الاتِّصَالَ بِهِ مُبَاشرَةً"": الالْتِقَاءَ بِهِ، الاتِّصَالَ الْمُبَاشِرَ. 2.""جَعَلُوا نُقطَةَ الاتِّصَالِ فِي..."" : نُقطَةَ الْمُلْتَقَى، الوَصْلِ. 3.""كَانَ عَلَى اِتِّصَالٍ دَائِمٍ بِهِ"" : دَائِمَ اللِّقَاءِ بِهِ. 4.""اِتِّصَالٌ رَسْمِيٌّ"" : لِقَاءٌ. ""اِتِّصَالٌ غَيْرُ رَسْمِيّ"". 5.""أرَادَ الاتِّصَالَ بهِ هَاتِفِيّاً"" : أَي التَّحَدُّثَ مَعَهُ هَاتِفِيّاً. 6.""وَسَائِلُ الاتِّصَالِ بَيْنَ النَّ"
107	اِتِّضَاحٌ		وضح		مصدر	اِتَّضَحَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"اِتِّضَاحٌ-اِتِّضَاحٌ [و ض ح ] (مص. اِتَّضَحَ). ""اِتِّضَاحُ الحَقِيقَةِ"": اِنْكِشَافُهَا، اِنْجِلاَؤُهَا لِلْعِيَانِ."
108	إِتْعَابٌ		تعب		مصدر	أَتْعَبَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"إِتْعَابٌ-إِتْعَابٌ [ت ع ب ] (مص. أَتْعَبَ). 1.""لاَ يُحِبُّ إتْعَابَ النَّاسِ"" : إِرْهاقَهُمْ. 2.""إتْعَابُ النَّفسِ"" : تَحْمِيلُها ما يُرْهِقُها. 3.""إِتْعَابُ جُمْهُورِ الحاضرِينَ"" : إِزْعَاجُهُمْ."
109	اِتِّعَاظٌ		وعظ		مصدر	اِتَّعَظَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								اِتِّعَاظٌ-اِتِّعَاظٌ [وع ظ] (مص. اِتَّعَظَ). 
110	اِتِّفَاقٌ		وفق		مصدر	اِتَّفَقَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"(مص. اِتَّفَقَ). 1.""حَصَلَ اِتِّفَاقٌ بَيْنَهُمَا"" : تَعَاقَدَ فِي أَمْرٍ مَّا، مَا بَيْنَ فَرِيقَيْنِ أوْ شَخْصَيْنِ أَوْ أَكْثَرَ. ""اِتِّفَاقٌ "
111	اِتِّقَادٌ		وقد		مصدر	اِتَّقَدَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"اِتِّقَادٌ-اِتِّقَادٌ [و ق د] (مص. اِتَّقَدَ). 1. ""اِتِّقَادُ النِّيرَانِ"": اِشْتِعَالُهَا. 2. ""أَفْقَدَ اتِّقَادُ الغَضَبِ رُشْدَهُ"" : فَوَرَانُ الغَضَبِ وَاشْتِعَالُهُ."
112	إِتْقَانٌ		وقن		مصدر	أَتْقَنَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"إِتْقَانٌ-إِتْقَانٌ [و ق ن] (مص. أَتْقَنَ). ""صَانِعٌ يُنْجِزُ أعْمَالَهُ بِإِتْقَانٍ"" : بِإِحْكَامٍ، بِضَبْطٍ ."
113	اِتِّقَاءٌ		وقي		مصدر	اِتَّقَى		مذكر			مفرد	+ات			Dz	Pf			Tn	Rz								"اِتِّقَاءٌ-اِتِّقَاءٌ [و ق ي] (مص. اِتَّقَى). ""حَاوَلَ اتِّقَاءَ شرِّهِ"": تَجَنُّبَ شَرِّهِ."
114	اِتِّكَاءٌ		وكأ		مصدر	اِتَّكَأ		مذكر			مفرد	+ات			Dz	Pf			Tn	Rz								"اِتِّكَاءٌ-اِتِّكَاءٌ [و ك أ] (مص. اِتَّكَأ). 1.""وَجَدَهُ فِي لَحْظَةِ اِتِّكَاءٍ عَلَى المِخَ"
115	اِتِّكَالٌ		وكل		مصدر	اِتَّكَلَ		مذكر			مفرد	+ات			DnN	Pf			Tn	Rp								"اِتِّكَالٌ-اِتِّكَالٌ [و ك ل] (مص. اِتَّكَلَ). 1.""الاِتِّكَالُ عَلَى اللَّهِ"": الاِسْتِسْلاَمُ إِلَيْهِ. 2.""لَيْسَ مِنْ عَادَتِهِ الاِتِّكَالُ عَلَى غَيْرِ نَفْسِهِ"" : الاِعْتِمَادُ."
116	إِتْلاَفٌ		تلف		مصدر	أَتْلَفَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"إِتْلاَفٌ-إِتْلاَفٌ [ت ل ف] (مص. أَتْلَفَ). 1.""إتْلاَفُ الزَّرْعِ"": إهْلاَكُهُ، إفْسَادُهُ. 2.""إتْلاَفُ الْمَالِ"" : صَرْفُهُ مِنْ دُونِ فَائِدَةٍ."
117	إتْمَامٌ		تمم		مصدر	أَتَمَّ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"إتْمَامٌ-إتْمَامٌ [ت م. م] (مص. أَتَمَّ). 1.""إتْمَامُ العَمَلِ"" : إنْجَازُهُ، إكْمَالُهُ. 2.""يَحْرِصُ عَلَى إتْمَامِ الدَّرْسِ فِي مَوْعِدِهِ"" : عَلَى إِنْهَائِهِ. 3.""إِتْمَامُ القَمَرِ"" : اِكْتِمَالُهُ، وتمامُهُ."
118	اِتِّهَامٌ		تهم،وهم		مصدر	اِتَّهَمَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"اِتِّهَامٌ-اِتِّهَامٌ [ت هـ م، و هـ م] (مص. اِتَّهَمَ). ""بَرَّأ نَفْسَهُ مِنَ الِاتِّهَامِ الْمُوَجَّهِ إلَيْهِ"" : مَا يُنْسَبُ لِلشَّخْصِ مِنْ تُهْمَةٍ مِن جَرَّاءِ اعْتِد"
119	مُؤَاتَاةٌ		أتي		مصدر	آتَى		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُؤَاتَاةٌ-مُؤَاتَاةٌ [أ ت ي] (مص. آتَى). ""كَانَ يَنْتَظِرُ مُؤَاتَاتَهُ"" : مُواتاتَهُ، مُوَافَقَتَهُ."
120	إِتْيانٌ		أتي		مصدر	أَتَى		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"إِتْيانٌ-إِتْيانٌ [أ ت ي] (مص. أَتَى). 1.""الإِتيَانُ فِي الْمَوْعِد"": الْمَجِيءُ، الحُضورُ. 2.""الإتْيَانُ بالعَمَلِ كَما يَجِبُ"" : القِيامُ بِهِ. 3.""وَجَدَ في البِنَاءِ إتْيَانًا مُحْكَماً"" : صَرْحاً. 4.""إتْيانُ الْمَحَّبَةِ"": ظُهورُها، بُروزُها. 5.""الإِتْيانُ عَلَى الأخْضَرِ واليَابِسِ"": الإِتْلافُ، بلوغُ آخِرِهِ. 6.""إِتْيانُ الدَّهْرِ عَلَيْهِ"" : إهْلاكُهُ. 7.""الإتْيَانُ على البُنْيانِ"" : هَدْمُهُ، تَدْميرُهُ."
121	إثَابَةٌ		ثوب		مصدر	أَثَابَ		مؤنث			مفرد	+ات			DnN	Pf			Tn	R								"إثَابَةٌ-إثَابَةٌ [ث و ب] (مص. أَثَابَ). ""إِثَابَةُ الْمُؤْمِنِ"" : مُجَازَاتُهُ."
122	إِثَارَةٌ		ثور		مصدر	أَثَارَ		مؤنث			مفرد	+ات			DnN	Pf			Tn	R								"إِثَارَةٌ-إِثَارَةٌ [ث و ر] (مص. أَثَارَ). 1.""إِثَارَةُ الغَضَبِ"" : الدَّفْعُ بِالْمَرْءِ إِلَى الغَضَبِ. 2.""إِثَارَةُ الاهْتِمَامِ"" : جَلْبُ ال"
123	إِثْبَاتٌ		ثبت		مصدر	أثْبَتَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"إِثْبَاتٌ-إِثْبَاتٌ [ث ب ت] (مص. أثْبَتَ). 1.""قَدَّمَ إِثْبَاتاً بشَهَادَتِهِ"" : تَأْكِيداً، دَلِيلاً. ""مَعَ أنَّهُمْ لَمْ يَقْطَعُوا في الأمْرِ بِإثْبَاتٍ وَلاَ بِنَفْيٍ"". (المختار السوسي). 2.""شَاهِدُ إِثْبَاتٍ"" : مَنْ يَشْهَدُ ضِدَّ الْمُتَّهَمِ. ""لَمْ تَسْتَطِعِ الْمَحْكَمَةُ إِثبَاتَ مَا اتُّهِمُوا بِهِ"". (سلامة موسى)."
124	إِثْخَانٌ		ثخن		مصدر	أَثْخَنَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"إِثْخَانُ-إِثْخَانُ [ث خ ن] (مص. أَثْخَنَ). 1.""إثْخَانُ العَدُوِّ"": الْمُبالغَةُ فِي قَتْلِهِ. 2.""أثْخَنَتْهُ الجراحُ إِثْخَاناً"" : أوْهَنَتْهُ. أضْعَفَتْهُ إِضْعَافاً. 3.""سَعَى إلى إِثْخَانِهِ بالضَّرْبِ"" : ضَرْبُهُ ضَرْباً مُبَرِّحاً."
