n°	unvoc	vocal	cat	freq	haraka
3332	مُتَوافِر	متوافر	adj	31049	َ
3338	مُتَضَرِّر	متضرر	adj	30952	َ
3341	كِينِيّ	كيني	adj	30899	َ
3350	مَكْتُوب	مكتوب	adj	30817	َ
3353	ظالِم	ظالم	adj	30804	َ
3367	بُرُونْزِيّ	برونزي	adj	30608	َ
3370	كَلِيب	كليب	adj	30524	َ
3372	عَشْوائِيّ	عشوائي	adj	30516	َ
3373	قاتِل	قاتل	adj	30510	َ
3387	مُعْتَمَد	معتمد	adj	30359	َ
3404	نَبَطِيّ	نبطي	adj	30056	َ
3410	قاطِع	قاطع	adj	29947	َ
3426	إِسْبانِيّ	إسباني	adj	29644	َ
3429	مَنْطِقِيّ	منطقي	adj	29598	َ
3430	مُكَوَّن	مكون	adj	29597	َ
3432	مُخالِف	مخالف	adj	29555	َ
3433	تَنْظِيمِيّ	تنظيمي	adj	29520	َ
3435	مُشَجِّع	مشجع	adj	29514	َ
3436	حَرِيص	حريص	adj	29492	َ
3437	فِضِّيّ	فضي	adj	29477	َ
3439	سُكّانِيّ	سكاني	adj	29463	َ
3443	مُتَوازِن	متوازن	adj	29415	َ
3446	كُوبِيّ	كوبي	adj	29349	َ
3454	شَقِيق	شقيق	adj	29203	َ
3456	مَحْكُوم	محكوم	adj	29183	َ
3461	مُنْفَرِد	منفرد	adj	29133	َ
3464	دُرْزِيّ	درزي	adj	29122	َ
3477	عاجِز	عاجز	adj	28977	َ
3482	صارِم	صارم	adj	28937	َ
3483	مُكَعَّب	مكعب	adj	28927	َ
3484	مُؤَكَّد	مؤكد	adj	28922	َ
3489	مُسْتَهْدَف	مستهدف	adj	28859	َ
3490	رِيفِيّ	ريفي	adj	28782	َ
3493	مُورِيتانِيّ	موريتاني	adj	28776	َ
3497	مَدْعُوّ	مدعو	adj	28713	َ
3503	عائِلِيّ	عائلي	adj	28627	َ
3512	تَقَدُّمِيّ	تقدمي	adj	28526	َ
3517	نِسائِيّ	نسائي	adj	28426	َ
3520	مُعَرِّب	معرب	adj	28349	َ
3531	أَدَبِيّ	أدبي	adj	28259	َ
3533	مَسْرَحِيّ	مسرحي	adj	28232	َ
3534	فِيلِيبِّينِيّ	فيليبيني	adj	28206	َ
3536	يَدَوِيّ	يدوي	adj	28182	َ
3541	تَدْرِيبِيّ	تدريبي	adj	28120	َ
3561	عابِر	عابر	adj	27892	َ
3572	أَوَّلِيّ	أولي	adj	27798	َ
3581	اِسْتِشارِيّ	استشاري	adj	27620	َ
3582	جَدِير	جدير	adj	27618	َ
3589	فَرْعِيّ	فرعي	adj	27467	َ
3590	أَخْلاقِيّ	أخلاقي	adj	27459	َ
3598	ضَيِّق	ضيق	adj	27371	َ
3607	فائِت	فائت	adj	27187	َ
3622	حِدَة	حدة	adj	26933	َ
3624	مُتَفَرِّق	متفرق	adj	26887	َ
3628	مَعِيشِيّ	معيشي	adj	26854	َ
3630	تَمْهِيدِيّ	تمهيدي	adj	26827	َ
3632	أَقْوَى	أقوى	adj	26791	َ
3635	ثَمِين	ثمين	adj	26765	َ
3637	صُلْب	صلب	adj	26745	َ
3647	هادِف	هادف	adj	26682	َ
3653	ضَرِيبِيّ	ضريبي	adj	26624	َ
3661	جُورْجِيّ	جورجي	adj	26535	َ
3673	مُبارَك	مبارك	adj	26389	َ
3676	مُشَدَّد	مشدد	adj	26348	َ
3679	رَمْزِيّ	رمزي	adj	26320	َ
3683	إِلِكْترُونِيّ	إلكتروني	adj	26251	َ
3684	مُتَداوَل	متداول	adj	26241	َ
3693	مَسْبُوق	مسبوق	adj	26120	َ
3697	خِتامِيّ	ختامي	adj	26054	َ
3698	جَماهِيرِيّ	جماهيري	adj	26050	َ
3699	حَرِيّ	حري	adj	26040	َ
3700	واثِق	واثق	adj	26038	َ
3701	اِسْتِيطانِيّ	استيطاني	adj	26036	َ
3703	راضِي	راضي	adj	25996	َ
3704	عَزِيز	عزيز	adj	25992	َ
3706	غائِب	غائب	adj	25981	َ
3712	رَشّاشَة	رشاشة	adj	25931	َ
3720	مُتَوَسِّطِيّ	متوسطي	adj	25881	َ
3724	مُتَوَرِّط	متورط	adj	25861	َ
3742	اِسْتِقْلالِيّ	استقلالي	adj	25678	َ
3744	مَمْنُوع	ممنوع	adj	25669	َ
3751	مُشابِه	مشابه	adj	25605	َ
3757	تَنْمَوِيّ	تنموي	adj	25521	َ
3765	دامِي	دامي	adj	25346	َ
3775	سَرْعان	سرعان	adj	25231	َ
3777	نافِذ	نافذ	adj	25221	َ
3783	ظاهِر	ظاهر	adj	25153	َ
3785	ساخِن	ساخن	adj	25109	َ
3790	غامِض	غامض	adj	25029	َ
3792	داعِم	داعم	adj	25014	َ
3800	ساحِق	ساحق	adj	24850	َ
3801	صاعِد	صاعد	adj	24843	َ
3802	مَدْرَسِيّ	مدرسي	adj	24839	َ
3828	اِبْتِدائِيّ	ابتدائي	adj	24553	َ
3837	فاشِل	فاشل	adj	24381	َ
3843	خَلْفِيّ	خلفي	adj	24332	َ
3853	مَرْجِعِيّ	مرجعي	adj	24187	َ
3862	مَشْبُوه	مشبوه	adj	24138	َ
3866	مُتَواضِع	متواضع	adj	24110	َ
3869	بارّ	بار	adj	24079	َ
3880	قِيادِيّ	قيادي	adj	23959	َ
3899	بَدَوِيّ	بدوي	adj	23781	َ
3913	صَحْراوِيّ	صحراوي	adj	23642	َ
3918	تَعاوُنِيّ	تعاوني	adj	23602	َ
3920	وِقائِيّ	وقائي	adj	23586	َ
3926	عُدْوانِيّ	عدواني	adj	23542	َ
3927	مِئَوِيّ	مئوي	adj	23513	َ
3930	مُسْتَوْرِد	مستورد	adj	23481	َ
3935	سَيّار	سيار	adj	23434	َ
3947	مَرْئِيّ	مرئي	adj	23260	َ
3950	وَحْشِيّ	وحشي	adj	23238	َ
3974	مُوَزَّع	موزع	adj	23089	َ
3978	ناشِئ	ناشئ	adj	23047	َ
3979	بُلْغارِيّ	بلغاري	adj	23031	َ
3981	نَزِيه	نزيه	adj	23023	َ
3982	مُقَدَّر	مقدر	adj	23016	َ
3990	مَضْمُون	مضمون	adj	22952	َ
4002	مَعْلُوماتِيّ	معلوماتي	adj	22849	َ
4010	مُعَلِّق	معلق	adj	22799	َ
4014	مُنْخَفِض	منخفض	adj	22757	َ
4015	صافِي	صافي	adj	22754	َ
4022	مُؤَدِّي	مؤدي	adj	22720	َ
4023	مُسَمَّى	مسمى	adj	22719	َ
4024	مُحِبّ	محب	adj	22716	َ
4028	ضَئِيل	ضئيل	adj	22696	َ
4032	مُتَأَثِّر	متأثر	adj	22666	َ
4034	ناصِرِيّ	ناصري	adj	22659	َ
4039	بُولَنْدِيّ	بولندي	adj	22580	َ
4041	بِيُولُوجِيّ	بيولوجي	adj	22565	َ
4048	مَبْنِيّ	مبني	adj	22479	َ
4053	طَمُوح	طموح	adj	22420	َ
4055	كَفِيل	كفيل	adj	22409	َ
4061	مَدِين	مدين	adj	22302	َ
4070	عَقْلِيّ	عقلي	adj	22216	َ
4071	كُولُومْبِيّ	كولومبي	adj	22214	َ
4075	مُكَرَّم	مكرم	adj	22131	َ
4079	مِدْفَعِيّ	مدفعي	adj	22126	َ
4089	اِفْتِتاحِيّ	افتتاحي	adj	22032	َ
4093	مُسْتَحِقّ	مستحق	adj	21984	َ
4105	حَدِيدِيّ	حديدي	adj	21856	َ
4116	عَدْلِيّ	عدلي	adj	21790	َ
4120	مُقام	مقام	adj	21781	َ
4123	فائِق	فائق	adj	21756	َ
4125	مُتَفائِل	متفائل	adj	21733	َ
4138	مَلِيء	مليء	adj	21613	َ
4141	مُقْتَنِع	مقتنع	adj	21601	َ
4142	هُجُومِيّ	هجومي	adj	21594	َ
4146	مُفَصَّل	مفصل	adj	21556	َ
4152	مُعَلَّق	معلق	adj	21506	َ
4159	حَكِيم	حكيم	adj	21474	َ
4164	حازِم	حازم	adj	21464	َ
4165	سَلَفِيّ	سلفي	adj	21463	َ
4178	كَوْنِيّ	كوني	adj	21313	َ
4181	صَوْتِيّ	صوتي	adj	21290	َ
4185	واجِب	واجب	adj	21267	َ
4194	أَزْرَق	أزرق	adj	21215	َ
4201	عادِي	عادي	adj	21163	َ
4203	صَدْرِيّ	صدري	adj	21155	َ
4219	مُمْتَدّ	ممتد	adj	21017	َ
4220	جَسِيم	جسيم	adj	21016	َ
4227	عَلَوِيّ	علوي	adj	20953	َ
4228	أَصْلِيّ	أصلي	adj	20952	َ
4235	مُعْتَقَد	معتقد	adj	20884	َ
4240	تَوافُقِيّ	توافقي	adj	20861	َ
4242	مُحاصَر	محاصر	adj	20860	َ
4249	صَيْفِيّ	صيفي	adj	20805	َ
4255	تَشْكِيلِيّ	تشكيلي	adj	20766	َ
4256	غاضِب	غاضب	adj	20760	َ
4283	ضائِع	ضائع	adj	20522	َ
4288	مَعْدِنِيّ	معدني	adj	20471	َ
4296	فارِغ	فارغ	adj	20403	َ
4298	ناشِط	ناشط	adj	20359	َ
4300	حارّ	حار	adj	20351	َ
4303	مِثالِيّ	مثالي	adj	20323	َ
4308	حُقُوقِيّ	حقوقي	adj	20307	َ
4313	تايْلَنْدِيّ	تايلندي	adj	20255	َ
4317	فارِسِيّ	فارسي	adj	20210	َ
4321	جَبَلِيّ	جبلي	adj	20125	َ
4325	لُغَوِيّ	لغوي	adj	20091	َ
4334	مُلْزَم	ملزم	adj	20009	َ
4339	مُنْتَظِم	منتظم	adj	19983	َ
4342	مُنْتَهِي	منتهي	adj	19972	َ
4344	قِتالِيّ	قتالي	adj	19958	َ
4349	حافِل	حافل	adj	19887	َ
4354	دانِي	داني	adj	19828	َ
4358	مُطالَب	مطالب	adj	19800	َ
4361	آلِيّ	آلي	adj	19774	َ
4362	مُؤْسِف	مؤسف	adj	19772	َ
4366	اِحْتِياطِيّ	احتياطي	adj	19760	َ
4370	جِراحِيّ	جراحي	adj	19742	َ
4386	مَفْهُوم	مفهوم	adj	19636	َ
4392	واصِف	واصف	adj	19609	َ
4400	مَجّانِيّ	مجاني	adj	19557	َ
4401	أَرْضِيّ	أرضي	adj	19536	َ
4406	بَطْرِيَرْكِيّ	بطريركي	adj	19484	َ
4407	شُجاع	شجاع	adj	19483	َ
4408	مُخْلِص	مخلص	adj	19481	َ
4417	خالِص	خالص	adj	19436	َ
4422	مَغارِبِيّ	مغاربي	adj	19385	َ
4437	مَحْمِيّ	محمي	adj	19265	َ
4438	مَنْهَجِيّ	منهجي	adj	19262	َ
4444	قائِد	قائد	adj	19238	َ
4461	مالِيزِيّ	ماليزي	adj	19011	َ
4464	أَكادِيمِيّ	أكاديمي	adj	19006	َ
4471	مَرْفُوض	مرفوض	adj	18944	َ
4480	تَنافُسِيّ	تنافسي	adj	18871	َ
4482	دَنِمارْكِيّ	دنماركي	adj	18842	َ
4483	أُصُولِيّ	أصولي	adj	18836	َ
4486	إِصْلاحِيّ	إصلاحي	adj	18828	َ
4491	بائِع	بائع	adj	18790	َ
4495	مُحَمَّل	محمل	adj	18747	َ
4506	نَرُوجِيّ	نروجي	adj	18666	َ
4508	باهِظ	باهظ	adj	18660	َ
4519	باطِل	باطل	adj	18584	َ
4523	واعِد	واعد	adj	18575	َ
4524	غِنائِيّ	غنائي	adj	18567	َ
4525	قاضِي	قاضي	adj	18563	َ
4528	تشادِيّ	تشادي	adj	18555	َ
4542	ذَكِيّ	ذكي	adj	18486	َ
4546	اِصْطِناعِيّ	اصطناعي	adj	18480	َ
4547	مُحَذِّر	محذر	adj	18478	َ
4548	إِماراتِيّ	إماراتي	adj	18462	َ
4550	ثَرِيّ	ثري	adj	18440	َ
4561	مُنْتِج	منتج	adj	18365	َ
4563	شَيْطان	شيطان	adj	18359	َ
4576	مَعْرُوض	معروض	adj	18260	َ
4584	رَأْسمالِيّ	رأسمالي	adj	18209	َ
4588	فِنْلَنْدِيّ	فنلندي	adj	18185	َ
4596	شَبِيه	شبيه	adj	18094	َ
4612	مَشْرُوط	مشروط	adj	18017	َ
4618	هَنْدَسِيّ	هندسي	adj	17972	َ
4626	مُوازِي	موازي	adj	17901	َ
4634	مُتَمَسِّك	متمسك	adj	17801	َ
4635	عَصْرِيّ	عصري	adj	17800	َ
4638	مُصَمِّم	مصمم	adj	17777	َ
4645	مُثْمِر	مثمر	adj	17742	َ
4646	مُؤَسِّس	مؤسس	adj	17736	َ
4647	اِسْتِهْلاكِيّ	استهلاكي	adj	17732	َ
4652	جَسَدِيّ	جسدي	adj	17658	َ
4655	مُتَوَقِّف	متوقف	adj	17651	َ
4669	مُزْمِن	مزمن	adj	17583	َ
4671	اِسْتِعْمارِيّ	استعماري	adj	17571	َ
4688	مُنْصَرِم	منصرم	adj	17462	َ
4695	اِتِّفاقِيّ	اتفاقي	adj	17424	َ
4696	مَبْذُول	مبذول	adj	17413	َ
4698	مُعَبِّر	معبر	adj	17407	َ
4699	مُتَحَرِّك	متحرك	adj	17406	َ
4703	أُسْبُوعِيّ	أسبوعي	adj	17395	َ
4705	مُعْتَرَف	معترف	adj	17392	َ
4706	مِعْمارِيّ	معماري	adj	17392	َ
4716	بَدَنِيّ	بدني	adj	17367	َ
4717	مُنْبَثِق	منبثق	adj	17362	َ
4719	مُتَجَدِّد	متجدد	adj	17335	َ
4723	مُتَناقِض	متناقض	adj	17311	َ
4727	مَصِيرِيّ	مصيري	adj	17288	َ
4730	مَسْمُوح	مسموح	adj	17243	َ
4731	جانِي	جاني	adj	17240	َ
4736	رَمادِيّ	رمادي	adj	17222	َ
4747	فِنِزُوِلِّيّ	فنزولي	adj	17162	َ
4756	عُضْوِيّ	عضوي	adj	17071	َ
4761	يُمْنَى	يمنى	adj	17051	َ
4766	مُسْتَبْعَد	مستبعد	adj	17024	َ
4785	مُضاف	مضاف	adj	16942	َ
4790	مَعْزُول	معزول	adj	16928	َ
4792	مُرَجَّح	مرجح	adj	16917	َ
4794	مُصَغَّر	مصغر	adj	16906	َ
4795	مُؤْلِم	مؤلم	adj	16897	َ
4799	مُخَضْرَم	مخضرم	adj	16878	َ
4802	مُشار	مشار	adj	16849	َ
4806	شائِك	شائك	adj	16816	َ
4807	رافِع	رافع	adj	16797	َ
4817	مُعْتاد	معتاد	adj	16753	َ
4819	تِلْقائِيّ	تلقائي	adj	16733	َ
4820	فرانْكُوفُونِيّ	فرانكوفوني	adj	16732	َ
4828	مُزَوَّر	مزور	adj	16669	َ
4829	عَلِيّ	علي	adj	16662	َ
4836	عاطِل	عاطل	adj	16604	َ
4844	أَثْيُوبِيّ	أثيوبي	adj	16567	َ
4860	عاوِز	عاوز	adj	16456	َ
4863	خَفِيّ	خفي	adj	16440	َ
4868	مُسْتَقِيل	مستقيل	adj	16423	َ
4870	رَقَمِيّ	رقمي	adj	16414	َ
4881	سارّ	سار	adj	16362	َ
4884	مُناخِيّ	مناخي	adj	16351	َ
4888	مُوافِق	موافق	adj	16334	َ
4889	وَهْمِيّ	وهمي	adj	16332	َ
4891	تَفاوُضِيّ	تفاوضي	adj	16325	َ
4897	سارِي	ساري	adj	16276	َ
4901	زَوْجِيّ	زوجي	adj	16256	َ
4907	مَتِين	متين	adj	16243	َ
4910	عارِي	عاري	adj	16235	َ
4915	حَرِج	حرج	adj	16230	َ
4918	فاسِد	فاسد	adj	16209	َ
4922	مُضْطَرِب	مضطرب	adj	16187	َ
4927	فادِح	فادح	adj	16167	َ
4928	مَسْمُوع	مسموع	adj	16161	َ
4936	شَبابِيّ	شبابي	adj	16142	َ
4938	سُداسِيّ	سداسي	adj	16098	َ
4942	مُحايِد	محايد	adj	16090	َ
4944	مُتَعَمَّد	متعمد	adj	16083	َ
4947	مُحَرَّر	محرر	adj	16071	َ
4952	إِنْجلِيزِيّ	إنجليزي	adj	16020	َ
4958	مَزْعُوم	مزعوم	adj	15998	َ
4961	مُمَثَّل	ممثل	adj	15977	َ
4962	اِخْتِصاصِيّ	اختصاصي	adj	15971	َ
4963	مُقابِل	مقابل	adj	15954	َ
4964	دَفّاع	دفاع	adj	15954	َ
4971	أَكِيد	أكيد	adj	15934	َ
4972	مُبَرَّر	مبرر	adj	15934	َ
4974	مُخْتار	مختار	adj	15926	َ
4986	بانِي	باني	adj	15815	َ
4998	مُؤَجَّل	مؤجل	adj	15767	َ
5012	بَنّاء	بناء	adj	15699	َ
5016	مُتَساوِي	متساوي	adj	15684	َ
5023	راوِي	راوي	adj	15640	َ
5024	مُتَّفَق	متفق	adj	15627	َ
5028	ماسّ	ماس	adj	15612	َ
5031	لُوجِسْتِيّ	لوجستي	adj	15607	َ
5032	راقِي	راقي	adj	15602	َ
5036	مُذَكِّر	مذكر	adj	15565	َ
5039	أَصْفَر	أصفر	adj	15549	َ
5043	مُزَوَّد	مزود	adj	15531	َ
5049	واعِي	واعي	adj	15473	َ
5054	بَيْنِيّ	بيني	adj	15435	َ
5055	شَقِيقَة	شقيقة	adj	15434	َ
5056	مُنْفَتِح	منفتح	adj	15433	َ
5062	تَحْضِيرِيّ	تحضيري	adj	15412	َ
5063	كاذِب	كاذب	adj	15396	َ
5066	مُبَيِّن	مبين	adj	15375	َ
5067	شَرِس	شرس	adj	15374	َ
5071	مُقْنِع	مقنع	adj	15356	َ
5074	رابِح	رابح	adj	15339	َ
5082	أَثَرِيّ	أثري	adj	15279	َ
5084	عاقِل	عاقل	adj	15277	َ
5091	سامّ	سام	adj	15228	َ
5093	مُتَّبَع	متبع	adj	15213	َ
5098	صامِت	صامت	adj	15198	َ
5110	مُضْطَرّ	مضطر	adj	15118	َ
5111	دِيكْتاتُورِيّ	ديكتاتوري	adj	15118	َ
5112	جَرِيء	جريء	adj	15111	َ
5116	عُمْرانِيّ	عمراني	adj	15085	َ
5117	مُدَرَّج	مدرج	adj	15075	َ
5133	مُنْشَقّ	منشق	adj	14991	َ
5137	نَبِيل	نبيل	adj	14971	َ
5143	أَعْزَل	أعزل	adj	14937	َ
5144	مُزْمَع	مزمع	adj	14935	َ
5145	مُطِلّ	مطل	adj	14934	َ
5146	مُتَمَرْكِز	متمركز	adj	14924	َ
5147	مَسْدُود	مسدود	adj	14919	َ
5150	خَبِيث	خبيث	adj	14904	َ
5151	ناجِي	ناجي	adj	14890	َ
5154	مُبْرَم	مبرم	adj	14861	َ
5157	مَخْلُوع	مخلوع	adj	14846	َ
5163	مُشْتَقّ	مشتق	adj	14819	َ
5169	شَكْلِيّ	شكلي	adj	14782	َ
5186	مُرْتاح	مرتاح	adj	14703	َ
5194	جَزائِيّ	جزائي	adj	14672	َ
5196	نِظامِيّ	نظامي	adj	14660	َ
5197	مَنْشُود	منشود	adj	14659	َ
5206	تُراثِيّ	تراثي	adj	14629	َ
5212	رادِيكالِيّ	راديكالي	adj	14607	َ
5217	عَقْلانِيّ	عقلاني	adj	14582	َ
5218	دَجاج	دجاج	adj	14570	َ
5224	نَشِط	نشط	adj	14540	َ
5226	وَجِيه	وجيه	adj	14532	َ
5231	جَمالِيّ	جمالي	adj	14514	َ
5236	عَصَبِيّ	عصبي	adj	14489	َ
5237	عَجُوز	عجوز	adj	14486	َ
5240	بَعْثِيّ	بعثي	adj	14485	َ
5247	عازِل	عازل	adj	14430	َ
5255	هارِب	هارب	adj	14412	َ
5260	مَكْشُوف	مكشوف	adj	14385	َ
5264	مُفَضَّل	مفضل	adj	14371	َ
5267	قَوْمِيّ	قومي	adj	14366	َ
5272	مُتَخَلِّف	متخلف	adj	14352	َ
5273	دِرامِيّ	درامي	adj	14350	َ
5277	مُتَّفِق	متفق	adj	14331	َ
5282	مَحْصُور	محصور	adj	14295	َ
5287	مُخَلَّف	مخلف	adj	14291	َ
5292	مَنْصُوص	منصوص	adj	14260	َ
5298	اِخْتِيارِيّ	اختياري	adj	14251	َ
5317	حاشِد	حاشد	adj	14153	َ
5320	جِهادِيّ	جهادي	adj	14123	َ
5322	حائِز	حائز	adj	14118	َ
5324	رُكْنِيّ	ركني	adj	14108	َ
5325	حَرارِيّ	حراري	adj	14108	َ
5328	سَنِيّ	سني	adj	14100	َ
5344	مُتَرَتِّب	مترتب	adj	14041	َ
5346	باكِر	باكر	adj	14034	َ
5350	مَخْطُوف	مخطوف	adj	14012	َ
5353	مُعَرَّض	معرض	adj	14003	َ
5355	مُتَوَفِّر	متوفر	adj	13992	َ
5358	مُخْتَلِط	مختلط	adj	13979	َ
5359	مُحْتاج	محتاج	adj	13973	َ
5361	خَطِّيّ	خطي	adj	13962	َ
5363	حَزِين	حزين	adj	13956	َ
5364	حَرْفِيّ	حرفي	adj	13952	َ
5365	مَعْرِفِيّ	معرفي	adj	13946	َ
5370	مَنْزِلِيّ	منزلي	adj	13904	َ
5380	مُتَوَتِّر	متوتر	adj	13851	َ
5383	إِعْلانِيّ	إعلاني	adj	13839	َ
5384	عَبّاسِيّ	عباسي	adj	13836	َ
5389	مَحْرُوم	محروم	adj	13820	َ
5391	مَجّان	مجان	adj	13813	َ
5392	صارِخ	صارخ	adj	13809	َ
5398	مَقْصُود	مقصود	adj	13781	َ
5408	شَفّاف	شفاف	adj	13743	َ
5419	مُسْتَلْزَم	مستلزم	adj	13718	َ
5420	أَجْمَع	أجمع	adj	13714	َ
5422	تَذْكارِيّ	تذكاري	adj	13708	َ
5429	ناقِص	ناقص	adj	13690	َ
5430	مُوَفَّق	موفق	adj	13690	َ
5432	نائِم	نائم	adj	13680	َ
5440	مِحْوَرِيّ	محوري	adj	13642	َ
5443	مُحَرَّم	محرم	adj	13629	َ
5444	فارّ	فار	adj	13625	َ
5448	تَمْثِيلِيّ	تمثيلي	adj	13602	َ
5453	مُفْرِط	مفرط	adj	13593	َ
5456	اِحْتِفالِيّ	احتفالي	adj	13578	َ
5459	مُغايِر	مغاير	adj	13571	َ
5467	فَلْسَفِيّ	فلسفي	adj	13547	َ
5469	مُعَدَّل	معدل	adj	13545	َ
5471	فَضائِيّ	فضائي	adj	13530	َ
5474	تشِيلِيّ	تشيلي	adj	13521	َ
5477	مُطْمَئِنّ	مطمئن	adj	13515	َ
5482	جانِبِيّ	جانبي	adj	13488	َ
5483	مُرْضِي	مرضي	adj	13486	َ
5492	قابِض	قابض	adj	13454	َ
5496	مُتَزَوِّج	متزوج	adj	13441	َ
5505	وَطَنِيّ	وطني	adj	13393	َ
5514	ضِمْنِيّ	ضمني	adj	13347	َ
5518	لائِق	لائق	adj	13329	َ
5520	رابِط	رابط	adj	13313	َ
5522	مَعْمُول	معمول	adj	13311	َ
5528	جَلِيّ	جلي	adj	13281	َ
5530	سامِي	سامي	adj	13264	َ
5531	أَطْوَل	أطول	adj	13246	َ
5532	داجِن	داجن	adj	13233	َ
5538	أُمَمِيّ	أممي	adj	13216	َ
5539	سلُوفاكِيّ	سلوفاكي	adj	13212	َ
5550	وِراثِيّ	وراثي	adj	13137	َ
5553	مُنْعَقَد	منعقد	adj	13131	َ
5554	اِنْقِلابِيّ	انقلابي	adj	13130	َ
5558	لَيْلِيّ	ليلي	adj	13094	َ
5559	اِشْتِراعِيّ	اشتراعي	adj	13086	َ
5561	كامِن	كامن	adj	13082	َ
5570	مُسَبِّب	مسبب	adj	13057	َ
5572	حَذِر	حذر	adj	13053	َ
5574	مَدْرُوس	مدروس	adj	13050	َ
5575	بَطِيء	بطيء	adj	13041	َ
5576	مُحاذِي	محاذي	adj	13037	َ
5579	قارِّيّ	قاري	adj	13028	َ
5589	تَفْصِيلِيّ	تفصيلي	adj	12983	َ
5590	تَجْرِيبِيّ	تجريبي	adj	12981	َ
